Germany,Fortune Cookie,921,1,0.2,3,March,2019,919.79999999999995,921,1,0.20000000000000001,736.80000000000007
Canada,Fortune Cookie,2518,1,0.2,6,June,2019,2516.8000000000002,2518,1,0.20000000000000001,2014.4000000000001
France,Fortune Cookie,1899,1,0.2,6,June,2019,1897.8,1899,1,0.20000000000000001,1519.2
Germany,Fortune Cookie,1545,1,0.2,6,June,2019,1543.8,1545,1,0.20000000000000001,1236
Mexico,Fortune Cookie,2470,1,0.2,6,June,2019,2468.8000000000002,2470,1,0.20000000000000001,1976
Canada,Fortune Cookie,2665.5,1,0.2,7,July,2019,2664.3000000000002,2665.5,1,0.20000000000000001,2132.4000000000001
Mexico,Fortune Cookie,958,1,0.2,8,August,2019,956.79999999999995,958,1,0.20000000000000001,766.40000000000009
Germany,Fortune Cookie,2146,1,0.2,9,September,2019,2144.8000000000002,2146,1,0.20000000000000001,1716.8000000000002
Canada,Fortune Cookie,345,1,0.2,10,October,2018,343.80000000000001,345,1,0.20000000000000001,276
United States,Fortune Cookie,615,1,0.2,12,December,2019,613.79999999999995,615,1,0.20000000000000001,492
Mexico,Fortune Cookie,2214,1,0.2,3,March,2019,2212.8000000000002,2214,1,0.20000000000000001,1771.2
United States,Fortune Cookie,2301,1,0.2,4,April,2019,2299.8000000000002,2301,1,0.20000000000000001,1840.8000000000002
France,Fortune Cookie,1375.5,1,0.2,7,July,2019,1374.3,1375.5,1,0.20000000000000001,1100.4000000000001
Canada,Fortune Cookie,1830,1,0.2,8,August,2019,1828.8,1830,1,0.20000000000000001,1464
United States,Fortune Cookie,2498,1,0.2,9,September,2018,2496.8000000000002,2498,1,0.20000000000000001,1998.4000000000001
United States,Fortune Cookie,663,1,0.2,10,October,2018,661.79999999999995,663,1,0.20000000000000001,530.39999999999998
United States,Fortune Cookie,1142,1,0.2,6,June,2019,1140.8,1142,1,0.20000000000000001,913.60000000000002
United States,Fortune Cookie,1566,1,0.2,10,October,2019,1564.8,1566,1,0.20000000000000001,1252.8000000000002
Mexico,Fortune Cookie,690,1,0.2,11,November,2019,688.79999999999995,690,1,0.20000000000000001,552
Mexico,Fortune Cookie,1660,1,0.2,11,November,2018,1658.8,1660,1,0.20000000000000001,1328
Germany,Fortune Cookie,1958,1,0.2,2,February,2019,1956.8,1958,1,0.20000000000000001,1566.4000000000001
France,Fortune Cookie,1901,1,0.2,6,June,2019,1899.8,1901,1,0.20000000000000001,1520.8000000000002
France,Fortune Cookie,544,1,0.2,9,September,2019,542.79999999999995,544,1,0.20000000000000001,435.20000000000005
Germany,Fortune Cookie,1797,1,0.2,9,September,2018,1795.8,1797,1,0.20000000000000001,1437.6000000000001
France,Fortune Cookie,1287,1,0.2,12,December,2019,1285.8,1287,1,0.20000000000000001,1029.6000000000001
Germany,Fortune Cookie,1706,1,0.2,12,December,2019,1704.8,1706,1,0.20000000000000001,1364.8000000000002
Mexico,Fortune Cookie,2031,1,0.2,10,October,2019,2029.8,2031,1,0.20000000000000001,1624.8000000000002
Canada,Fortune Cookie,1967,1,0.2,3,March,2019,1965.8,1967,1,0.20000000000000001,1573.6000000000001
Germany,Fortune Cookie,1859,1,0.2,8,August,2019,1857.8,1859,1,0.20000000000000001,1487.2
Canada,Fortune Cookie,2851,1,0.2,10,October,2018,2849.8000000000002,2851,1,0.20000000000000001,2280.8000000000002
Germany,Fortune Cookie,2021,1,0.2,10,October,2019,2019.8,2021,1,0.20000000000000001,1616.8000000000002
Mexico,Fortune Cookie,1138,1,0.2,12,December,2019,1136.8,1138,1,0.20000000000000001,910.40000000000009
Germany,Fortune Cookie,1159,1,0.2,10,October,2018,1157.8,1159,1,0.20000000000000001,927.20000000000005
France,Fortune Cookie,1384.5,1,0.2,1,January,2019,1383.3,1384.5,1,0.20000000000000001,1107.6000000000001
United States,Fortune Cookie,3627,1,0.2,7,July,2019,3625.8000000000002,3627,1,0.20000000000000001,2901.6000000000004
Mexico,Fortune Cookie,720,1,0.2,9,September,2018,718.79999999999995,720,1,0.20000000000000001,576
Germany,Fortune Cookie,2342,1,0.2,11,November,2019,2340.8000000000002,2342,1,0.20000000000000001,1873.6000000000001
Mexico,Fortune Cookie,1100,1,0.2,12,December,2018,1098.8,1100,1,0.20000000000000001,880
Mexico,Fortune Cookie,980,1,0.2,4,April,2019,978.79999999999995,980,1,0.20000000000000001,784
Germany,Fortune Cookie,1460,1,0.2,5,May,2019,1458.8,1460,1,0.20000000000000001,1168
France,Fortune Cookie,1403,1,0.2,10,October,2018,1401.8,1403,1,0.20000000000000001,1122.4000000000001
United States,Fortune Cookie,2723,1,0.2,11,November,2019,2721.8000000000002,2723,1,0.20000000000000001,2178.4000000000001
France,Fortune Cookie,1757,1,0.2,10,October,2018,1755.8,1757,1,0.20000000000000001,1405.6000000000001
Mexico,Fortune Cookie,2340,1,0.2,1,January,2019,2338.8000000000002,2340,1,0.20000000000000001,1872
France,Fortune Cookie,2342,1,0.2,11,November,2019,2340.8000000000002,2342,1,0.20000000000000001,1873.6000000000001
France,Fortune Cookie,1976,1,0.2,10,October,2019,1974.8,1976,1,0.20000000000000001,1580.8000000000002
France,Fortune Cookie,2181,1,0.2,10,October,2019,2179.8000000000002,2181,1,0.20000000000000001,1744.8000000000002
Germany,Fortune Cookie,2500,1,0.2,11,November,2018,2498.8000000000002,2500,1,0.20000000000000001,2000
Canada,Fortune Cookie,488,1,0.2,2,February,2019,486.80000000000001,488,1,0.20000000000000001,390.40000000000003
United States,Fortune Cookie,1282,1,0.2,6,June,2019,1280.8,1282,1,0.20000000000000001,1025.6000000000001
France,Fortune Cookie,2501,1,0.2,3,March,2019,2499.8000000000002,2501,1,0.20000000000000001,2000.8000000000002
Canada,Fortune Cookie,708,1,0.2,6,June,2019,706.79999999999995,708,1,0.20000000000000001,566.39999999999998
Germany,Fortune Cookie,645,1,0.2,7,July,2019,643.79999999999995,645,1,0.20000000000000001,516
France,Fortune Cookie,1562,1,0.2,8,August,2019,1560.8,1562,1,0.20000000000000001,1249.6000000000001
Canada,Fortune Cookie,1283,1,0.2,9,September,2018,1281.8,1283,1,0.20000000000000001,1026.4000000000001
Germany,Fortune Cookie,711,1,0.2,12,December,2019,709.79999999999995,711,1,0.20000000000000001,568.80000000000007
Canada,Fortune Cookie,3802.5,1,0.2,4,April,2019,3801.3000000000002,3802.5,1,0.20000000000000001,3042
France,Fortune Cookie,1666,1,0.2,5,May,2019,1664.8,1666,1,0.20000000000000001,1332.8000000000002
France,Fortune Cookie,322,1,0.2,9,September,2018,320.80000000000001,322,1,0.20000000000000001,257.60000000000002
Canada,Fortune Cookie,2321,1,0.2,11,November,2019,2319.8000000000002,2321,1,0.20000000000000001,1856.8000000000002
France,Fortune Cookie,1857,1,0.2,11,November,2018,1855.8,1857,1,0.20000000000000001,1485.6000000000001
Canada,Fortune Cookie,1611,1,0.2,12,December,2018,1609.8,1611,1,0.20000000000000001,1288.8000000000002
United States,Fortune Cookie,2797,1,0.2,12,December,2019,2795.8000000000002,2797,1,0.20000000000000001,2237.5999999999999
Germany,Fortune Cookie,334,1,0.2,12,December,2018,332.80000000000001,334,1,0.20000000000000001,267.19999999999999
United States,Fortune Cookie,2328,1,0.2,9,September,2019,2326.8000000000002,2328,1,0.20000000000000001,1862.4000000000001
United States,Fortune Cookie,2313,1,0.2,5,May,2019,2311.8000000000002,2313,1,0.20000000000000001,1850.4000000000001
United States,Fortune Cookie,1804,1,0.2,11,November,2018,1802.8,1804,1,0.20000000000000001,1443.2
France,Fortune Cookie,2072,1,0.2,12,December,2019,2070.8000000000002,2072,1,0.20000000000000001,1657.6000000000001
Germany,Fortune Cookie,766,1,0.2,1,January,2019,764.79999999999995,766,1,0.20000000000000001,612.80000000000007
Germany,Fortune Cookie,2992,1,0.2,10,October,2018,2990.8000000000002,2992,1,0.20000000000000001,2393.5999999999999
Mexico,Fortune Cookie,2157,1,0.2,12,December,2019,2155.8000000000002,2157,1,0.20000000000000001,1725.6000000000001
United States,Fortune Cookie,677,1,0.2,3,March,2019,675.79999999999995,677,1,0.20000000000000001,541.60000000000002
France,Fortune Cookie,1773,1,0.2,4,April,2019,1771.8,1773,1,0.20000000000000001,1418.4000000000001
Mexico,Fortune Cookie,2420,1,0.2,9,September,2019,2418.8000000000002,2420,1,0.20000000000000001,1936
Canada,Fortune Cookie,2734,1,0.2,10,October,2019,2732.8000000000002,2734,1,0.20000000000000001,2187.2000000000003
Mexico,Fortune Cookie,1715,1,0.2,10,October,2018,1713.8,1715,1,0.20000000000000001,1372
France,Fortune Cookie,1186,1,0.2,12,December,2018,1184.8,1186,1,0.20000000000000001,948.80000000000007
Mexico,Fortune Cookie,2661,1,0.2,5,May,2019,2659.8000000000002,2661,1,0.20000000000000001,2128.8000000000002
United States,Fortune Cookie,982.5,1,0.2,1,January,2019,981.29999999999995,982.5,1,0.20000000000000001,786
United States,Fortune Cookie,1298,1,0.2,2,February,2019,1296.8,1298,1,0.20000000000000001,1038.4000000000001
Mexico,Fortune Cookie,604,1,0.2,6,June,2019,602.79999999999995,604,1,0.20000000000000001,483.20000000000005
Mexico,Fortune Cookie,2255,1,0.2,7,July,2019,2253.8000000000002,2255,1,0.20000000000000001,1804
Canada,Fortune Cookie,1249,1,0.2,10,October,2019,1247.8,1249,1,0.20000000000000001,999.20000000000005
France,Fortune Cookie,293,1,0.2,2,February,2019,291.80000000000001,293,1,0.20000000000000001,234.40000000000001
United States,Fortune Cookie,2996,1,0.2,10,October,2018,2994.8000000000002,2996,1,0.20000000000000001,2396.8000000000002
Canada,Fortune Cookie,2227.5,1,0.2,1,January,2019,2226.3000000000002,2227.5,1,0.20000000000000001,1782
Germany,Fortune Cookie,1199,1,0.2,4,April,2019,1197.8,1199,1,0.20000000000000001,959.20000000000005
Canada,Fortune Cookie,200,1,0.2,5,May,2019,198.80000000000001,200,1,0.20000000000000001,160
Canada,Fortune Cookie,388,1,0.2,9,September,2019,386.80000000000001,388,1,0.20000000000000001,310.40000000000003
Mexico,Fortune Cookie,1727,1,0.2,10,October,2018,1725.8,1727,1,0.20000000000000001,1381.6000000000001
Canada,Fortune Cookie,2300,1,0.2,12,December,2019,2298.8000000000002,2300,1,0.20000000000000001,1840
Mexico,Fortune Cookie,546,1,0.2,10,October,2019,544.79999999999995,546,1,0.20000000000000001,436.80000000000001
Mexico,Fortune Cookie,1368,1,0.2,2,February,2019,1366.8,1368,1,0.20000000000000001,1094.4000000000001
France,Oatmeal Raisin,2750,5,2.2,2,February,2019,2742.8000000000002,2750,5,2.2000000000000002,7699.9999999999991
United States,Oatmeal Raisin,1953,5,2.2,4,April,2019,1945.8,1953,5,2.2000000000000002,5468.3999999999996
Germany,Oatmeal Raisin,4219.5,5,2.2,4,April,2019,4212.3000000000002,4219.5,5,2.2000000000000002,11814.599999999999
France,Oatmeal Raisin,1899,5,2.2,6,June,2019,1891.8,1899,5,2.2000000000000002,5317.1999999999998
Germany,Oatmeal Raisin,1686,5,2.2,7,July,2019,1678.8,1686,5,2.2000000000000002,4720.7999999999993
United States,Oatmeal Raisin,2141,5,2.2,8,August,2019,2133.8000000000002,2141,5,2.2000000000000002,5994.7999999999993
United States,Oatmeal Raisin,1143,5,2.2,10,October,2019,1135.8,1143,5,2.2000000000000002,3200.3999999999996
United States,Oatmeal Raisin,615,5,2.2,12,December,2019,607.79999999999995,615,5,2.2000000000000002,1722
United States,Oatmeal Raisin,1989,5,2.2,9,September,2018,1981.8,1989,5,2.2000000000000002,5569.1999999999998
France,Oatmeal Raisin,321,5,2.2,11,November,2018,313.80000000000001,321,5,2.2000000000000002,898.79999999999995
Germany,Oatmeal Raisin,259,5,2.2,3,March,2019,251.80000000000001,259,5,2.2000000000000002,725.19999999999993
Mexico,Oatmeal Raisin,1101,5,2.2,3,March,2019,1093.8,1101,5,2.2000000000000002,3082.7999999999997
Germany,Oatmeal Raisin,2276,5,2.2,5,May,2019,2268.8000000000002,2276,5,2.2000000000000002,6372.7999999999993
Germany,Oatmeal Raisin,2966,5,2.2,10,October,2018,2958.8000000000002,2966,5,2.2000000000000002,8304.7999999999993
